Reads,Mapped,NotMapped,NotFound,Percentage1,Total_sgrnas,Zero_sgrnas,Percentage2,Mean_depth,Median_depth,Max_depth,Total_genes,Zero_genes,skew_ratio
37917428,27551149,4041073,6325206,72.7%,70296,953,1.4%,391.9305365881416,314.0,31737,70296,953,8.908045977011493
